#,offset_hex,ctrl,size,original_en,traducao_pt,skip
4616,0x0A0072,03,25,"BallotSort sets
to:
$L0$","Cédulas vão
em:
$L0$",0
4617,0x0A008C,03,32,"Your Vote
set mawa odds
to $L0$","Seu Voto
chance MAWA
em $L0$",0
4618,0x0A00AD,02,24,"YouWereSCI sets
to:$L0$","VocêEraSCI em:
$L0$",0
4619,0x0A00C6,02,20,"Election Roll:
$L4$","Rolagem voto:
$L4$",0
4620,0x0A00DB,03,38,"MawaOdds:$L0$
Greater than Roll:
$L4$","MAWA:$L0$
Maior que Rol:
$L4$",0
4621,0x0A0102,02,23,"Flag 3 set. Mawa
wins.","Flag 3. MAWA
vence.",0
4622,0x0A011A,03,35,"MawaOdds:$L0$
Less than Roll:
$L4$","MAWA:$L0$
Menor que Rol:
$L4$",0
4623,0x0A013E,02,23,"Flag 2 set. Volf
wins.","Flag 2. VOLF
vence.",0
4624,0x0A0156,03,37,"Based on these
numbers, MNC
projects","Com base
nesses dados, a
MNC prevê",0
4625,0x0A017C,03,40,"that MAWA will
win the
chancellor race!","que MAWA vai
vencer a
eleição!",0
4626,0x0A01A5,03,42,"Based on these
numbers, MNC
projects that","Com base
nesses dados, a
MNC prevê que",0
4627,0x0A01D0,03,45,"the VOLF party
will win the
chancellor race!","o partido VOLF
vai vencer a
eleição!",0
4628,0x0A01FE,02,136,I THINK this code does nothing because player is sent back to news scene before it. Re-enable if election results are not being stored.,,1
4629,0x0A0287,03,43,"We have a large
margin for the
VOLF party!","Temos boa
vantagem para o
partido VOLF!",0
4630,0x0A02B3,03,48,"With so little
time left before
the election...","Com tão pouco
tempo até a
eleição...",0
4631,0x0A02E4,03,47,"can MAWA recover
from polling at
$L0$ percent?","MAWA consegue
se recuperar
de $L0$ por cento?",0
4632,0x0A0314,03,47,"We have the odds
looking pretty
good for MAWA!","As chances
estão boas
para MAWA!",0
4633,0x0A0344,03,39,"They have a
comfortable
polling margin","Eles têm uma
margem boa
nas pesquisas",0
4634,0x0A036C,03,45,"with their odds
now sitting at
$L0$ percent.","com chances
agora em $L0$
por cento.",0
4635,0x0A039A,02,40,They are within 10 points of each other,,1
4636,0x0A03C3,03,47,"We have a DEAD
HEAT! The race
is so close that","É EMPATE
TÉCNICO! A
disputa está",0
4637,0x0A03F3,03,41,"both parties
have equal odds
of winning.","tão acirrada
que ambos têm
chance igual.",0
4638,0x0A041D,03,42,"It's not often
you see a race
this close.","Não é sempre
que se vê uma
disputa assim.",0
4639,0x0A0448,03,44,"We have got to
give MAWA a
slight edge over","Temos que dar
uma vantagem
leve à MAWA",0
4640,0x0A0475,03,38,"the VOLF party.
Will their lead
hold?","sobre o VOLF.
A liderança
se mantém?",0
4641,0x0A049C,03,33,"Stay glued to
MNC to find out!
 ","Fique ligado
na MNC e veja!
 ",0
4642,0x0A04BE,03,44,"The VOLF party
has a slight
lead over MAWA.","O VOLF tem
vantagem leve
sobre a MAWA.",0
4643,0x0A04EB,03,44,"Can MAWA win
while polling at
$L0$ percent?","MAWA vence
com $L0$ por
cento?",0
4644,0x0A0518,03,33,"Anything can
happen! Stay
tuned!","Tudo pode
rolar! Fique
ligado!",0
4645,0x0A053A,02,17,"Howdy, brother!
","Eai, irmão!
",0
4646,0x0A054C,02,24,"Keep up the
good fight!","Continue na
luta boa!",0
4647,0x0A0565,02,35,"Let me know if you
see any REBELS.","Me avisa se
vir REBELDES.",0
4648,0x0A0589,02,34,"We are working to
lock everything","Estamos para
fechar tudo",0
4649,0x0A05AC,02,24,"down and restore
ORDER.","e restaurar
a ORDEM.",0
4650,0x0A05C5,02,34,"Don't listen to
what people say. ","Não escute o
que dizem. ",0
4651,0x0A05E8,02,32,"This is not a
coup. We are just","Não é um
GOLPE. Estamos",0
4652,0x0A0609,02,26,"working to restore
ORDER.","só restaurando
a ORDEM.",0
4653,0x0A0624,02,25,"All hail the VOLF
party!","Viva o
partido VOLF!",0
4654,0x0A063E,02,30,"You got a problem
with VOLF!?","Tem problema
com o VOLF!?",0
4655,0x0A065D,02,34,"MAWA may have won
the election...","MAWA venceu
a eleição...",0
4656,0x0A0680,02,33,"...but we'll see
what happens...","...mas vamos
ver no que dá",0
4657,0x0A06A2,03,42,"HEY! YOU! What do
you think you're
doing?","EI! VOCÊ! O
que pensa que
está fazendo?",0
4658,0x0A06CD,02,26," You gave %2
 to the COP."," Você deu %2
 ao TIRA.",0
4659,0x0A06E8,03,37,"RIOT COP: Don't
let it happen
again.","TIRA: Não
deixe acontecer
de novo.",0
4660,0x0A070E,02,29,"You don't have
enough money.","Você não tem
dinheiro.",0
4661,0x0A072C,03,50,"I'll let you off
the hook because
you're cute and","Vou te soltar
porque é fofo
e me deu",0
4662,0x0A075F,03,34,"you gave me that
nice FLOWER...
 ","essa FLOR
linda...
 ",0
4663,0x0A0782,03,47,"ATTENTION! Due to
the ongoing
rebellion we are","ATENÇÃO! Pela
rebelião em
curso pedimos",0
4664,0x0A07B2,03,45,"asking all
non-combatants
to clear the area.","a todos os
não-combatentes
sair da área.",0
4665,0x0A07E0,03,35,"Now that the
police are
distracted","Com os tiras
distraídos
agora",0
4666,0x0A0804,03,32,"you can tag all
of the walls!
 ","você pode
pichar tudo!
 ",0
4667,0x0A0825,03,32,"MAKE SURE THEY
DON'T SEE YOU!
 ","NÃO DEIXE QUE
TE VEJAM!
 ",0
4668,0x0A0846,02,32,"You'd better get
to the gallery","Vai até a
galeria e veja",0
4669,0x0A0867,02,28,"and make sure
you can still","se ainda pode
fazer sua",0
4670,0x0A0884,02,18,"do your ART
SHOW!","MOSTRA DE
ARTE!",0
4671,0x0A0897,03,38,"Meet up with PEA
to plan your
escape!","Encontre PEA
pra planejar
a fuga!",0
4672,0x0A08BE,03,27,"These rebels
disgust me.
 ","Esses rebeldes
me enojam.
",0
4673,0x0A08DA,03,43,"They should just
follow orders like
we do!","Deviam só
seguir ordens
como nós!",0
4674,0x0A0906,03,39,"CLEAR THE AREA!
A curfew is in
effect!","SAIAM DA ÁREA!
O toque de
recolher!",0
4675,0x0A092E,02,28," Just use the
 CHAIN CUTTER"," Use o
 CORTA CORRENTE",0
4676,0x0A094B,02,30," on the CHAINS
 on this door!"," nas CORRENTES
 dessa porta!",0
4677,0x0A096A,02,27," That's what
 they're for!"," É pra isso
 que serve!",0
4678,0x0A0986,03,43," Are you ready,
 Girt? There's
 no turning"," Pronto,
 Girt? Não dá
 pra voltar",0
4679,0x0A09B2,03,34," back after we
 go through
 here!"," depois que
 passarmos
 daqui!",0
4680,0x0A09D5,02,35,Need to add 'came from' chancellor,,1
4681,0x0A09F9,03,49,"With nothing left
to strive for,
GIRT felt lost.","Sem nada por
que lutar,
GIRT se perdeu.",0
4682,0x0A0A2B,03,42,"After his art
show had been
unsuccessful,","Como sua
mostra de arte
foi um fiasco,",0
4683,0x0A0A56,03,51,"He decided to give
up on being an
artist for good.","decidiu largar
a vida de
artista de vez.",0
4684,0x0A0A8A,03,54,"but before he did,
he wanted to make
one final piece!","mas antes,
quis fazer uma
última obra!",0
4685,0x0A0AC1,03,40,"A mark on THE
MACHINE to be
remembered.","Uma marca na
MÁQUINA pra
ser lembrado.",0
4686,0x0A0AEA,03,46,"...and so he
bought all the
paint he could...","...e comprou
toda a tinta
que pôde...",0
4687,0x0A0B19,03,46,"...but a museum
curator had a
different idea.","...mas uma
curadora teve
outra ideia.",0
4688,0x0A0B48,03,55,"She loved GIRT's
artwork and wanted
him to participate","Ela amou a
arte de GIRT e
quis convidar",0
4689,0x0A0B80,03,39,"in a conceptual
exhibit at the
museum.","pra exibição
conceitual no
museu.",0
4690,0x0A0BA8,03,45,"His drug addiction
was slowly
consuming him.","O vício em
drogas o consumia
aos poucos.",0
4691,0x0A0BD6,03,53,"He felt like he
had squandered the
few opportunities","Sentia que
desperdiçou as
chances que",0
4692,0x0A0C0C,03,20,"he had in life.
 
 ","teve na vida.
 
 ",0
4693,0x0A0C21,03,50,"One day someone
gave him a big bag
of Mapota Root","Um dia alguém
deu um saco de
Raiz Mapota",0
4694,0x0A0C54,03,46,"and he decided to
try eating the
whole thing.","e ele decidiu
comer tudo de
uma vez.",0
4695,0x0A0C83,03,47,"He figured that if
he survived it'd
be a sign ","Pensou que se
sobrevivesse
seria um sinal",0
4696,0x0A0CB3,03,44,"that he had
something left
to accomplish...","que ainda
tinha algo a
realizar...",0
4697,0x0A0CE0,03,47,"While GIRT's
conscience was
clear, he couldn't","Apesar da paz
de consciência,
GIRT se sentia",0
4698,0x0A0D10,03,39,"help feeling
trapped between
worlds...","preso entre
mundos...
 ",0
4699,0x0A0D38,03,50,"He felt a sort of
kinship with the
commune... but","Sentia uma
ligação com
a comuna... mas",0
4700,0x0A0D6B,03,51,"the MSS and the
hippies only agree
on one thing...","MSS e hippies
só concordam
em uma coisa...",0
4701,0x0A0D9F,03,32,"...that GIRT is a
   traitor.
 ","...que GIRT é
   traidor.
 ",0
4702,0x0A0DC0,03,51,"...as that fact
weighed heavily on
GIRT's heart he","...e isso pesava
muito no coração
do GIRT, ele",0
4703,0x0A0DF4,03,39,"began to feel a
most profound
sadness.","começou a sentir
uma tristeza
funda.",0
4704,0x0A0E1C,03,54,"GIRT was surprised
to find that the
MSS was using HIM","GIRT se espantou
ao ver que a MSS
usava ELE também",0
4705,0x0A0E53,03,44,"just as much as it
was using everyone
else.","tanto quanto
usava todo o
resto.",0
4706,0x0A0E80,03,53,"He wondered how
many others living
on the street had","Quantos outros
da rua já foram
'ativos' da MSS?",0
4707,0x0A0EB6,03,28,"once been MSS
`assets'...
 ","foram `ativos'
da MSS...
 ",0
4708,0x0A0ED3,03,35,"He could have
helped PEA
escape...","Podia ter
ajudado a PEA
a fugir...",0
4709,0x0A0EF7,03,47,"He wondered where
his former
friends were now.","Onde estão seus
antigos amigos
agora?",0
4710,0x0A0F27,03,43,"Maybe he should
have taken more
chances...","Talvez devesse
ter arriscado
mais...",0
4711,0x0A0F53,03,32,"GIRT stood there
looking sad.
 ","GIRT ficou ali
triste.
 ",0
4712,0x0A0F74,03,53,"His biggest regret
was that he hadn't
stuck with the","Seu maior pesar
era não ter
ficado com os",0
4713,0x0A0FAA,03,51,"few friends he
had. He could've
helped TRAK fight.","poucos amigos.
Podia ter ajudado
TRAK a lutar.",0
4714,0x0A0FDE,03,35,"He wondered where
they were now.
 ","Onde estarão
eles agora?
 ",0
4715,0x0A1002,03,50,"GIRT wasn't really
sure what had come
over him...","GIRT não sabia
bem o que tinha
dado nele...",0
4716,0x0A1035,03,44,"...but the
excitement of
pretending to be a","...mas a emoção
de bancar um
espião era boa",0
4717,0x0A1062,03,35,"spy was just too
much to resist!
 ","demais pra
resistir!
 ",0
4718,0x0A1086,03,39,"He loved his
friends at the
commune...","Ele amava os
amigos da
comuna...",0
4719,0x0A10AE,03,42,"...and now they
thought he was a
traitor.","...e agora o
veem como
traidor.",0
4720,0x0A10D9,03,53,"A chill came over
GIRT as he  real-
ized that he was","Um frio bateu
em GIRT ao ver
que agora estava",0
4721,0x0A110F,03,15,"now alone.
 
 ","só.
 
 ",0
4722,0x0A111F,03,50,"He had a feeling
that he'd blown
the opportunity ","Sentia que tinha
perdido a chance
de uma vida ",0
4723,0x0A1152,03,51,"of a lifetime.
Everyone who works
for GHAN ends up","inteira. Quem
trabalha pra GHAN
fica rico.",0
4724,0x0A1186,03,19,"quite wealthy.
 
 ","bem rico.
 
 ",0
4725,0x0A119A,03,36,"Why didn't he have
what it takes?
 ","Por que ele não
tinha o talento?
 ",0
4726,0x0A11BF,03,42,"Was it his
principles that
held him back?","Foram seus
valores que o
barraram?",0
4727,0x0A11EA,03,24,"He wasn't quite
sure.
 ","Não sabia
ao certo.
 ",0
4728,0x0A1203,03,53,"He had plenty of
time to consider
it while homeless.","Tinha bastante
tempo pra pensar
na rua.",0
4729,0x0A1239,03,34,"He thought about
many things...
 ","Pensou em muitas
coisas...
 ",0
4730,0x0A125C,03,51,"His friends were
wiped out during
a coup organized","Seus amigos foram
mortos num golpe
organizado",0
4731,0x0A1290,03,48,"by KALT. GIRT
hadn't been there
to defend them.","por KALT. GIRT
não estava lá
pra defendê-los.",0
4732,0x0A12C1,03,40,"GIRT felt an
incredible sense
of guilt.","GIRT sentiu
uma culpa
enorme.",0
4733,0x0A12EA,03,38,"While he'd had
a very short
sentence,","Apesar de ter
uma pena
bem curta,",0
4734,0x0A1311,03,52,"he didn't feel so
lucky to get out
of prison early.","não se sentiu
feliz por sair
da cadeia cedo.",0
4735,0x0A1346,03,50,"He couldn't find
a job and all of
his friends had","Não achou um
emprego e todos
os amigos já",0
4736,0x0A1379,03,31," moved on with
 their lives.
 "," seguiram com
 a vida deles.
 ",0
4737,0x0A1399,03,34," GIRT felt a
 profound sadness.
 "," GIRT sentiu
 uma tristeza.
 ",0
4738,0x0A13BC,03,50,"His friends had
all abandoned him
while he worked","Seus amigos o
abandonaram
enquanto ele",0
4739,0x0A13EF,03,44,"for GHAN. He
really had no idea
what to do.","servia GHAN. Ele
não sabia o que
fazer.",0
4740,0x0A141C,03,46,"The sadness
gradually gave way
to bitterness.","A tristeza
foi virando
amargura.",0
4741,0x0A144B,03,50,"GIRT felt that he
should get revenge
on the world","GIRT achou que
devia se vingar
do mundo",0
4742,0x0A147E,03,32,"for treating
him so unfairly.
 ","por ter sido
tão injusto.
 ",0
4743,0x0A149F,03,50,"His friends had
all abandoned him
while he was in","Seus amigos o
abandonaram
na cadeia.",0
4744,0x0A14D2,03,42,"prison. He really
had no idea what
to do.","Ele não sabia
o que fazer
agora.",0
4745,0x0A14FD,03,35,"for imprisoning
him so unfairly.
 ","por prendê-lo
tão injustamente
 ",0
4746,0x0A1521,03,49,"I know you just
gave me that new
job and all but","Sei que me deu
essa vaga nova
mas",0
4747,0x0A1553,03,38,"I couldn't let
this go on any
longer.","não pude deixar
isso seguir
adiante.",0
4748,0x0A157A,03,32,"TERP has
been slowly
firing off","TERP vem
devagar
demitindo",0
4749,0x0A159B,03,42,"members of the
union! If we
don't respond","membros do
sindicato! Se
não reagirmos",0
4750,0x0A15C6,03,33,"soon, we will
lose our
leverage!","logo, vamos
perder nossa
força!",0
4751,0x0A15E8,03,47,"I think everyone
is as pissed
as they're going","Acho que todos
estão tão
putos quanto vão",0
4752,0x0A1618,03,44,"to get now that
some of us have
been fired.","ficar agora que
uns já foram
demitidos.",0
4753,0x0A1645,03,46,"Here's what I
propose: We go
on strike TODAY.","Proponho assim:
Vamos à greve
HOJE.",0
4754,0x0A1674,03,36,"I can't
understand why
you wouldn't","Não entendo
por que você
não iria",0
4755,0x0A1699,03,46,"want to strike
right now. We're
getting fired","quer fazer
greve agora.
Vão nos demitir",0
4756,0x0A16C8,03,12,"anyway!
 
 ","mesmo!
 
 ",0
4757,0x0A16D5,03,37,"Look, I asked
you out of
respect but","Olha, pedi
por respeito
mas",0
4758,0x0A16FB,03,45,"I'm the leader
of the union. It
doesn't make","sou o líder do
sindicato. Não
dá pra fazer",0
4759,0x0A1729,03,32,"sense to do it
any other way.
 ","fazer de
outro jeito.
 ",0
4760,0x0A174A,03,46,"Meet me outside.
We're going to
need signs...","Me espera lá
fora. Vamos
precisar de",0
4761,0x0A1779,03,42,"I will go round
up as many
guys as I can.","Vou juntar o
máximo de
gente que der.",0
4762,0x0A17A4,03,36,"Always good to
be done for the
day.","Sempre bom
encerrar o
dia.",0
4763,0x0A17C9,02,28,"GIRT, I need to
talk to you","GIRT, preciso
falar contigo",0
4764,0x0A17E6,02,23,"before you start
work.","antes de
começar.",0
4765,0x0A17FE,03,43,"Thousands of
gallons of blood
were spilled","Milhares de
litros de sangue
foram jogados",0
4766,0x0A182A,03,22,"in the civil war.
 
 ","na guerra civil.
 
 ",0
4767,0x0A1841,03,47,"Be careful out
there! The VOLF
party is trying","Cuidado aí! O
partido VOLF
quer começar",0
4768,0x0A1871,03,24,"to start a CIVIL
WAR!
 ","uma GUERRA
CIVIL!
 ",0
4769,0x0A188A,02,25," You're done for
 today!"," Encerrou por
 hoje!",0
4770,0x0A18A4,02,26,"GIRT, Right!?
Quick! Find","GIRT, Né!?
Rápido! Acha",0
4771,0x0A18BF,02,19,somewhere to hide!,onde se esconder!,0
4772,0x0A18D3,03,39,"You and I have
something to
discuss...","Você e eu temos
algo pra
conversar...",0
4773,0x0A18FB,03,46,"You see, last
time I saw you I
was defrauded.","Sabe, da última
vez você me
passou a perna.",0
4774,0x0A192A,03,43,"I'm sure it
was just a mis-
understanding.","Foi só um
mal-entendido,
certo?",0
4775,0x0A1956,03,45,"So, you're going
to make it up to
me, right?","Então você vai
me compensar,
né?",0
4776,0x0A1984,03,49,"I'm glad to hear
it. I'd hate to
see talent like","Que bom ouvir
isso. Odiaria
ver talento como",0
4777,0x0A19B6,03,22,"yours go to
waste. 
 ","o seu se
perder. 
 ",0
4778,0x0A19CD,03,47,"It's gonna take
a while to pay
off yer debt...","Vai demorar pra
quitar tua
dívida...",0
4779,0x0A19FD,03,42,"but hey it beats
sleepin' with da
fishes!","mas é melhor
que dormir com
os peixes!",0
4780,0x0A1A28,03,45," Oh-he thinks
 he's going back
 inside, huh?"," Ah-acha que
 volta pra
 cadeia, é?",0
4781,0x0A1A56,03,43," Yeah, why don't
 you go about
 your happy"," É, por que
 não toca tua
 vida",0
4782,0x0A1A82,03,39," little life
 while you owe
 me %300K?"," feliz
 enquanto me
 deve %300K?",0
4783,0x0A1AAA,03,21," Grab him, boys.
 
 "," Peguem ele.
 
 ",0
4784,0x0A1AC0,02,31,"You! You're one of
the rebels!","Você! Você é um
dos rebeldes!",0
4785,0x0A1AE0,02,32,"I can tell! You
smell terrible!","Dá pra ver! Tá
fedendo demais!",0
4786,0x0A1B01,02,21,"Now GET OUT of
here!","Agora SAI
daqui!",0
4787,0x0A1B17,02,20,"This is a
WAR ZONE!","É
ZONA DE GUERRA!",0
4788,0x0A1B2C,02,26,"You don't have
any money!","Você não tem
dinheiro!",0
4789,0x0A1B47,03,49,"Rebel scum! You're
lucky our jails
are too full.","Lixo rebelde! Tem
sorte que a cana
tá cheia.",0
4790,0x0A1B79,03,42,"Stand back! We're
looking for
terrorists!","Pra trás! Estamos
buscando
terroristas!",0
4791,0x0A1BA4,02,28,"If you think I
know what's ","Se acha que
eu sei o que ",0
4792,0x0A1BC1,02,33,"happening just
because I'm a cop","tá rolando só
porque sou tira",0
4793,0x0A1BE3,02,27,"...You are WRONG!
  HAHAHA","...Tá ENGANADO!
  HAHAHA",0
4794,0x0A1BFF,02,27,"You can't do
your delivery","Não dá pra
fazer entrega",0
4795,0x0A1C1B,02,19,"without a
CAPSULE!","sem uma
CÁPSULA!",0
4796,0x0A1C2F,02,29,"Maybe DUO has
more CAPSULES.","Talvez DUO
tenha CÁPSULAS.",0
4797,0x0A1C4D,02,13,Evenin' bub.,Boa noite.,0
4798,0x0A1C5B,02,23,"Watch out for
thieves.","Cuidado com
ladrões.",0
4799,0x0A1C73,02,27,"The fire is nice
and warm.","O fogo é bom
e quente.",0
4800,0x0A1C8F,03,30,"Oh good, you're
here early!
 ","Ah ótimo, você
chegou cedo!
 ",0
4801,0x0A1CAE,03,28,"Help me unpack
this art. 
 ","Ajuda a abrir
essa arte.
 ",0
4802,0x0A1CCB,03,33,"It just got
in from the
factory.","Acabou de
chegar da
fábrica.",0
4803,0x0A1CED,03,50,"I'll be honest,
GIRT... The show
did not go well.","Vou ser sincero,
GIRT... O show
foi um fracasso.",0
4804,0x0A1D20,03,46,"There's 10,000
people living in
this district","Tem 10.000
pessoas vivendo
neste distrito",0
4805,0x0A1D4F,03,43,"alone and you
couldn't even
get 20 to show","e você nem
conseguiu 20
pra ir ao",0
4806,0x0A1D7B,03,20,"up for your
show.
 ","seu show.
 
 ",0
4807,0x0A1D90,03,48,"Maybe it would
have been better
to talk to that","Talvez fosse
melhor falar
com aquele",0
4808,0x0A1DC1,03,51,"rich guy more...
Oh well, there's
a lot of artists","ricaço... Tudo
bem, tem muito
artista por aí.",0
4809,0x0A1DF5,03,39,"out there. I'll
just find
another one.","Vou só achar
outro pra
trampar.",0
4810,0x0A1E1D,03,20,"Have a good
life!
 ","Tenha boa
vida!
 ",0
4811,0x0A1E32,03,45," 10,000 People
 live in the
 lower district!"," 10.000 pessoas
 vivem no
 baixo distrito!",0
4812,0x0A1E60,03,47," Hey GIRT! How
 are you!? I was
 worried about"," Aí GIRT! Tudo
 bem!? Fiquei
 preocupado com",0
4813,0x0A1E90,03,46,"you after you
disappeared from
your art show!","você depois que
sumiu do seu
show de arte!",0
4814,0x0A1EBF,03,44," What's that?
 You have an
 ORIGINAL KOVKO?"," O que é isso?
 Tem um KOVKO
 ORIGINAL?",0
4815,0x0A1EEC,03,20," Let me see it!
 
 "," Deixa eu ver!
 
 ",0
4816,0x0A1F01,03,48,"Wow... you're
CHANCELLOR GIRT!
I saw you on TV!","Uau... você é o
CHANCELER GIRT!
Vi você na TV!",0
4817,0x0A1F32,03,48," Good to see you
 again. Sorry
 about the mess."," Bom te ver de
 novo. Foi mal
 pela bagunça.",0
4818,0x0A1F63,03,40," This whole war
 thing is
 terrible for"," Essa guerra
 toda é péssima
 para os",0
4819,0x0A1F8C,03,44," business...
Unless you're
selling weapons!"," negócios... A
não ser que
venda armas!",0
4820,0x0A1FB9,03,38," Hey there!
  Sorry about
  the mess."," E aí!
  Foi mal pela
  bagunça.",0
4821,0x0A1FE0,03,42,"You gave TIP the
 COUNTERFEIT
  PAINTING.","Você deu a TIP a
 PINTURA
  FALSIFICADA.",0
4822,0x0A200B,03,43," It looks like
 the real deal!
 ...but you"," Parece o
 original!
 ...mas você",0
4823,0x0A2037,03,42," and I both know
 that you're an
 artist."," e eu sabemos
 que você é um
 artista.",0
4824,0x0A2062,03,39," It seems more
 likely to me
 that YOU"," Pra mim é mais
 provável que
 VOCÊ",0
4825,0x0A208A,03,29," painted this
 than KOVKO.
 "," pintou isso
 e não KOVKO.
 ",0
4826,0x0A20A8,03,40," Don't worry,
 GIRT... I have
 an idea."," Calma, GIRT...
 Eu tenho uma
 ideia.",0
4827,0x0A20D1,03,49," What I can do
 is pitch you as
 the NEXT KOVKO!"," Posso te lançar
 como o PRÓXIMO
 KOVKO!",0
4828,0x0A2103,03,41," With enough
 HYPE we can
 sell your art"," Com HYPE o
 bastante a sua
 arte vai",0
4829,0x0A212D,03,22," for JUST AS
 MUCH!
 "," valer IGUAL!
 
 ",0
4830,0x0A2144,03,42," All we need is
 to sell one
 piece for a"," Só precisa
 vender uma
 por fortuna",0
4831,0x0A216F,03,42," fortune and
 rich people
 will be lining"," e os ricos
 vão na fila
 pra comprar!",0
4832,0x0A219A,03,38," up to buy more!
 What do you
 think?"," O que você
 acha disso
 tudo?",0
4833,0x0A21C1,03,49," Sorry, GIRT...
 I'm not buying
 it... You can't"," Foi mal, GIRT.
 Não vou cair
 nessa... Não",0
4834,0x0A21F3,03,49," scam a scammer!
 I know a scam
 when I see one."," dá pra enganar
 um trapaceiro!
 Eu manjo dessa.",0
4835,0x0A2225,03,43," It looks like
 the real deal!
 ...Now the"," Parece o
 original!
 ...A questão",0
4836,0x0A2251,03,43," real question
 is...can we
 get anyone to"," agora é...
 a gente faz
 alguém crer",0
4837,0x0A227D,03,32," believe it's
 the real deal?
 "," é o original
 mesmo?
 ",0
4838,0x0A229E,03,41," We can sell
 these but only
 if someone"," Dá pra vender
 só se alguém
 comprar",0
4839,0x0A22C8,03,29," buys one for
 full price.
 "," uma pelo
 preço cheio.
 ",0
4840,0x0A22E6,02,24,TIP thinks it's a KOVKO,TIP achou KOVKO,0
4841,0x0A22FF,03,37," Did I hear
 someone needs
 a BUYER?"," Ouvi que
 precisa de
 COMPRADOR?",0
4842,0x0A2325,03,31," Well, if it
 isn't a KOVKO!
 "," Ora, se
 não é um KOVKO!
 ",0
4843,0x0A2345,03,39," Oh, uh, HI
 GHAN! You uh
 heard about"," Ah, oi GHAN!
 Você ouviu
 falar dessa",0
4844,0x0A236D,03,32," this piece
 pretty
 quickly..."," peça bem
 rápido...
 ",0
4845,0x0A238E,03,31," I'm a HUGE
 KOVKO
 collector!"," Curto MUITO
 KOVKO!
 ",0
4846,0x0A23AE,03,36," I gotta have
 it! Name the
 price!"," Eu preciso
 dela! Diga o
 preço!",0
4847,0x0A23D3,03,28," You got
 yourself a
 deal!"," Negócio
 fechado!
 ",0
4848,0x0A23F0,02,22,Tip knows you made it,Tip sabe que foi,0
4849,0x0A2407,03,40," Oh, uh, hi
 GHAN! I'm
 guessing you're"," Ah, oi GHAN!
 Imagino que
 você está",0
4850,0x0A2430,03,32," involved with
 this somehow?
 ","metido nisso
de algum
jeito?",0
4851,0x0A2451,03,45," I have no idea
 what you mean.
 I just love"," Não faço
 ideia do que
 fala. Só amo",0
4852,0x0A247F,03,47," collecting ART.
 ...and if this
 guy's art is"," colecionar
 ARTE. ...e se
 esse cara faz",0
4853,0x0A24AF,03,33," worth a
 fortune, you
 can keep","vale uma
fortuna, vai
vender",0
4854,0x0A24D1,03,30," selling it for
 us, right?
 "," pra gente,
 né?
 ",0
4855,0x0A24F0,03,30," Sounds like a
 deal to me!
 "," Pra mim tá
 combinado!
 ",0
4856,0x0A250F,02,22,Failed to pass it off,Não rolou enganar,0
4857,0x0A2526,03,38," Oh, uh, HI
 GHAN! Sorry,
 I'm not in"," Ah, oi GHAN!
 Foi mal, não
 trampo",0
4858,0x0A254D,03,36," the business
 of buying
 FAKE ART."," com compra
 de ARTE
 FALSA.",0
4859,0x0A2572,03,50," I see... GIRT,
 meet me back at
 the basement..."," Entendi...
 GIRT, me
 encontra lá",0
4860,0x0A25A5,02,30," Let me know if
 you have any"," Me avisa se
 tiver mais",0
4861,0x0A25C4,02,30," more business
 propositions!"," propostas
 de negócio!",0
4862,0x0A25E3,03,38,"Holy CRAP, can
you believe
there's an","Caraca, dá pra
acreditar que
tem uma",0
4863,0x0A260A,03,30,"actual rebellion
going on!?
 ","rebelião de
verdade!?
 ",0
4864,0x0A2629,03,32,"I had to board
up the windows!
","Tive que tampar
as janelas!
",0
4865,0x0A264A,03,42,"I hope it won't
interfere with
our plans.","Espero que não
atrapalhe
nossos planos.",0
4866,0x0A2675,03,40,"Before you can
have your show,
we need ","Antes do seu
show, precisamos
que ",0
4867,0x0A269E,03,39,"to make sure
people have
heard of you!","as pessoas
ouçam falar
de você!",0
4868,0x0A26C6,03,34,"Get out there
and start
spraying!","Sai por aí e
começa a
pichar!",0
4869,0x0A26E9,03,40,"You should
mostly stick to
the B2 level","Você deve ficar
mais no nível
B2 quando",0
4870,0x0A2712,03,37,"when you tag
walls. There's
too much","marcar muros.
Tem muita
segurança",0
4871,0x0A2738,03,32,"security on the
other levels.
 ","nos outros
níveis.
 ",0
4872,0x0A2759,03,47,"OK so... Before
the show we're
going to need a","Beleza... Antes
do show vamos
precisar de um",0
4873,0x0A2789,03,45,"bunch of art.
What do you want
to do for the","monte de arte.
O que quer
fazer pro",0
4874,0x0A27B7,03,22,"rest of the
pieces?
 ","resto das
peças?
 ",0
4875,0x0A27CE,03,49,"I think that's a
great idea. The
more you do the","Acho ótima
ideia. Quanto
mais você faz a",0
4876,0x0A2800,03,41,"same thing over
and over and
over again,","mesma coisa
várias e várias
vezes,",0
4877,0x0A282A,03,35,"the more you
will be known
for it.","mais você fica
conhecido por
isso.",0
4878,0x0A284E,03,43,"And once you're
famous...You'll
get MONEY!","E quando ficar
famoso...você
ganha GRANA!",0
4879,0x0A287A,03,45,"...the ultimate
dream of artists
everywhere.","...o sonho
supremo de todo
artista.",0
4880,0x0A28A8,03,42,"I hear what
you're saying.
New things are","Entendo. Coisa
nova é
empolgante!",0
4881,0x0A28D3,03,44,"exciting!...but
I am worried
that you don't","...mas tô com
medo que você
não tenha",0
